Date and time	Type of activity	Item purchased	Number of items	Change in pokecoins	Money spent on purchase	Currency
06/23/2017 02:53:43 UTC	Pokecoin spent for in-game item	POKECOIN		-200
06/23/2017 02:53:43 UTC	In-game item bought	Bag upgrade	1	
06/23/2017 02:53:46 UTC	Pokecoin spent for in-game item	POKECOIN		-200
06/23/2017 02:53:46 UTC	In-game item bought	Bag upgrade	1	
06/23/2017 02:54:34 UTC	Pokecoin spent for in-game item	POKECOIN		-200
06/23/2017 02:54:34 UTC	In-game item bought	Bag upgrade	1	
06/23/2017 02:54:37 UTC	Pokecoin spent for in-game item	POKECOIN		-200
06/23/2017 02:54:37 UTC	In-game item bought	Bag upgrade	1	
06/23/2017 02:54:41 UTC	Pokecoin spent for in-game item	POKECOIN		-200
06/23/2017 02:54:41 UTC	In-game item bought	Bag upgrade	1	
06/23/2017 02:54:44 UTC	Pokecoin spent for in-game item	POKECOIN		-200
06/23/2017 02:54:44 UTC	In-game item bought	Bag upgrade	1	
06/23/2017 02:56:42 UTC	Pokecoin spent for in-game item	POKECOIN		-100
06/23/2017 02:56:42 UTC	In-game item bought	Raid pass (paid)	1	
06/26/2017 17:42:24 UTC	Pokecoin spent for in-game item	POKECOIN		-100
06/26/2017 17:42:24 UTC	In-game item bought	Raid pass (paid)	1	
06/30/2017 18:31:52 UTC	Pokecoin spent for in-game item	POKECOIN		-150
06/30/2017 18:31:52 UTC	In-game item bought	Egg incubator	1	
07/09/2017 18:33:17 UTC	Pokecoin spent for in-game item	POKECOIN		-100
07/09/2017 18:33:17 UTC	In-game item bought	Raid pass (paid)	1	
07/13/2017 22:14:08 UTC	Pokecoin spent for in-game item	POKECOIN		-150
07/13/2017 22:14:08 UTC	In-game item bought	Egg incubator	1	
07/20/2017 15:53:36 UTC	Pokecoin spent for in-game item	POKECOIN		-150
07/20/2017 15:53:36 UTC	In-game item bought	Egg incubator	1	
07/22/2017 08:28:33 UTC	Pokecoin spent for in-game item	POKECOIN		-1480
07/22/2017 08:28:33 UTC	In-game item bought	Raid pass (paid)	16	
07/22/2017 08:28:33 UTC	In-game item bought	Incense	4	
07/22/2017 08:28:33 UTC	In-game item bought	Pinap berry	30	
07/22/2017 08:28:33 UTC	In-game item bought	Lure	20	
07/22/2017 08:31:07 UTC	Pokecoin spent for in-game item	POKECOIN		-480
07/22/2017 08:31:07 UTC	In-game item bought	Raid pass (paid)	6	
07/22/2017 08:31:07 UTC	In-game item bought	Pinap berry	10	
07/22/2017 08:31:42 UTC	Pokecoin spent for in-game item	POKECOIN		-980
07/22/2017 08:31:42 UTC	In-game item bought	Raid pass (paid)	12	
07/22/2017 08:31:42 UTC	In-game item bought	Pinap berry	20	
07/22/2017 08:31:42 UTC	In-game item bought	Lure	10	
07/24/2017 15:53:13 UTC	Pokecoin spent for in-game item	POKECOIN		-150
07/24/2017 15:53:13 UTC	In-game item bought	Egg incubator	1	
07/26/2017 12:22:51 UTC	Pokecoin spent for in-game item	POKECOIN		-150
07/26/2017 12:22:51 UTC	In-game item bought	Egg incubator	1	
07/26/2017 14:43:03 UTC	In-game item granted by admin	Raid pass (paid)	1	
08/05/2017 07:10:03 UTC	Pokecoin spent for in-game item	POKECOIN		-480
08/05/2017 07:10:03 UTC	In-game item bought	Raid pass (paid)	6	
08/05/2017 07:10:03 UTC	In-game item bought	Pinap berry	10	
08/14/2017 09:53:44 UTC	Pokecoin bought	POKECOIN		550	5.49	EUR
08/14/2017 09:55:50 UTC	Pokecoin spent for in-game item	POKECOIN		-980
08/14/2017 09:55:50 UTC	In-game item bought	Raid pass (paid)	12	
08/14/2017 09:55:50 UTC	In-game item bought	Pinap berry	20	
08/14/2017 09:55:50 UTC	In-game item bought	Lure	10	
09/22/2017 20:44:51 UTC	Pokecoin spent for in-game item	POKECOIN		-1480
09/22/2017 20:44:51 UTC	In-game item bought	Lure	15	
09/22/2017 20:44:51 UTC	In-game item bought	Egg incubator	8	
09/22/2017 20:44:51 UTC	In-game item bought	Lucky egg	8	
09/22/2017 20:44:58 UTC	Pokecoin spent for in-game item	POKECOIN		-480
09/22/2017 20:44:58 UTC	In-game item bought	Lure	5	
09/22/2017 20:44:58 UTC	In-game item bought	Egg incubator	3	
09/27/2017 10:20:14 UTC	Pokecoin spent for in-game item	POKECOIN		-200
09/27/2017 10:20:14 UTC	In-game item bought	Max potion	10	
09/27/2017 22:35:00 UTC	Pokecoin adjustment by admin	POKECOIN		200
10/01/2017 06:04:44 UTC	Pokecoin spent for in-game item	POKECOIN		-480
10/01/2017 06:04:44 UTC	In-game item bought	Lure	5	
10/01/2017 06:04:44 UTC	In-game item bought	Egg incubator	3	
10/20/2017 19:13:38 UTC	Pokecoin spent for in-game item	POKECOIN		-780
10/20/2017 19:13:38 UTC	In-game item bought	Raid pass (paid)	3	
10/20/2017 19:13:38 UTC	In-game item bought	Razz berry	10	
10/20/2017 19:13:38 UTC	In-game item bought	Incense	7	
10/20/2017 19:13:38 UTC	In-game item bought	Egg incubator	4	
10/26/2017 05:18:33 UTC	Pokecoin spent for in-game item	POKECOIN		-480
10/26/2017 05:18:33 UTC	In-game item bought	Raid pass (paid)	6	
10/26/2017 05:18:33 UTC	In-game item bought	Incense	5	
10/26/2017 05:18:33 UTC	In-game item bought	Pinap berry	10	
11/01/2017 21:12:17 UTC	Pokecoin bought	POKECOIN		100	0.99	EUR
11/01/2017 21:12:28 UTC	Pokecoin bought	POKECOIN		100	0.99	EUR
11/01/2017 21:12:35 UTC	Pokecoin spent for in-game item	POKECOIN		-480
11/01/2017 21:12:35 UTC	In-game item bought	Raid pass (paid)	6	
11/01/2017 21:12:35 UTC	In-game item bought	Incense	5	
11/01/2017 21:12:35 UTC	In-game item bought	Pinap berry	10	
11/05/2017 19:51:31 UTC	Pokecoin bought	POKECOIN		1200	10.99	EUR
11/05/2017 19:51:38 UTC	Pokecoin spent for in-game item	POKECOIN		-480
11/05/2017 19:51:38 UTC	In-game item bought	Raid pass (paid)	6	
11/05/2017 19:51:38 UTC	In-game item bought	Incense	5	
11/05/2017 19:51:38 UTC	In-game item bought	Pinap berry	10	
11/05/2017 19:51:43 UTC	Pokecoin spent for in-game item	POKECOIN		-780
11/05/2017 19:51:43 UTC	In-game item bought	Raid pass (paid)	3	
11/05/2017 19:51:43 UTC	In-game item bought	Razz berry	10	
11/05/2017 19:51:43 UTC	In-game item bought	Incense	7	
11/05/2017 19:51:43 UTC	In-game item bought	Egg incubator	4	
12/13/2017 13:53:06 UTC	Pokecoin spent for in-game item	POKECOIN		-100
12/13/2017 13:53:06 UTC	In-game item bought	Raid pass (paid)	1	
12/15/2017 14:13:01 UTC	Pokecoin spent for in-game item	POKECOIN		-100
12/15/2017 14:13:01 UTC	In-game item bought	Raid pass (paid)	1	
12/16/2017 00:29:35 UTC	Pokecoin spent for in-game item	POKECOIN		-480
12/16/2017 00:29:35 UTC	In-game item bought	Raid pass (paid)	6	
